mapset,zipcode,Tn,Tx,U2,ea,Gc,G,K,Rnl,ETo
2024-09-16,94542,11.12,19.32,1.89,1.27,6247.08,4580.70,0.73,-3.96,2.72
2024-09-16,94544,12.05,20.05,1.88,1.35,6225.45,4795.95,0.77,-4.20,2.82
2024-09-16,94545,12.34,20.02,1.87,1.38,6204.93,4831.74,0.78,-4.23,2.80
2024-09-16,94546,11.73,20.08,1.86,1.32,6204.72,4643.64,0.75,-4.06,2.80
2024-09-16,94547,11.41,21.07,1.77,1.28,6172.71,4236.98,0.69,-3.60,2.79
2024-09-16,94548,12.11,22.41,1.78,1.32,6104.81,4367.41,0.72,-3.86,2.99
2024-09-16,94549,11.21,20.42,1.82,1.26,6179.37,4297.10,0.70,-3.69,2.76
2024-09-16,94550,9.14,18.62,2.01,1.13,6282.39,4188.73,0.67,-3.50,2.62
2024-09-16,94551,10.81,20.29,1.89,1.24,6200.88,4386.42,0.71,-3.80,2.80
2024-09-16,94552,10.90,19.43,1.88,1.25,6237.33,4452.31,0.71,-3.82,2.71
2024-09-16,94553,11.36,21.00,1.79,1.27,6163.48,4412.90,0.72,-3.87,2.85
2024-09-16,94555,12.38,19.84,1.89,1.39,6221.59,4901.00,0.79,-4.29,2.80
2024-09-16,94556,10.88,19.81,1.84,1.24,6183.52,4186.31,0.68,-3.54,2.67
2024-09-16,94558,9.77,21.37,1.67,1.17,6142.92,4583.69,0.75,-4.23,2.93
2024-09-16,94559,11.10,21.92,1.71,1.27,6133.02,4595.74,0.75,-4.17,2.97
2024-09-16,94560,12.39,19.87,1.92,1.40,6223.17,4930.48,0.79,-4.32,2.81
2024-09-16,94561,12.09,22.36,1.78,1.31,6098.95,4268.01,0.70,-3.73,2.96
2024-09-16,94563,10.68,19.71,1.82,1.22,6217.25,4379.52,0.70,-3.78,2.73
2024-09-16,94564,11.40,20.98,1.77,1.28,6177.05,4216.40,0.68,-3.57,2.77
2024-09-16,94565,11.69,21.65,1.79,1.28,6133.16,4313.88,0.70,-3.77,2.90
2024-09-16,94566,11.42,20.20,1.91,1.30,6238.57,4588.31,0.74,-3.97,2.82
2024-09-16,94567,8.68,21.60,1.58,1.14,6107.93,5168.54,0.85,-5.13,3.06
2024-09-16,94568,11.46,20.33,1.89,1.29,6220.19,4621.57,0.74,-4.04,2.84
2024-09-16,94569,11.07,20.88,1.78,1.25,6163.54,4449.82,0.72,-3.93,2.85
2024-09-16,94571,12.03,22.47,1.74,1.29,6089.27,4377.50,0.72,-3.92,3.01
2024-09-16,94572,11.51,21.31,1.77,1.29,6162.34,4299.75,0.70,-3.70,2.83
2024-09-16,94573,10.45,22.58,1.64,1.25,6104.72,5066.83,0.83,-4.89,3.14
2024-09-16,94574,9.22,21.58,1.63,1.16,6139.42,4939.81,0.80,-4.75,3.03
2024-09-16,94575,11.09,20.06,1.84,1.25,6176.67,4200.52,0.68,-3.55,2.69
2024-09-16,94576,9.03,21.74,1.63,1.16,6131.91,5009.33,0.82,-4.86,3.05
2024-09-16,94577,12.17,20.30,1.84,1.36,6184.27,4759.03,0.77,-4.19,2.83
2024-09-16,94578,12.01,20.21,1.85,1.34,6200.85,4716.71,0.76,-4.13,2.82
2024-09-16,94579,12.25,20.25,1.85,1.37,6191.96,4827.33,0.78,-4.26,2.84
2024-09-16,94580,12.25,20.26,1.85,1.37,6199.14,4755.08,0.77,-4.16,2.82
2024-09-16,94582,11.26,20.33,1.87,1.27,6202.47,4494.45,0.72,-3.91,2.82
2024-09-16,94583,11.13,20.00,1.87,1.26,6213.57,4479.21,0.72,-3.88,2.78
2024-09-16,94585,11.83,22.26,1.73,1.29,6095.61,4378.79,0.72,-3.91,2.97
2024-09-16,94586,10.90,19.39,1.95,1.26,6273.31,4395.86,0.70,-3.69,2.69
2024-09-16,94587,11.65,19.61,1.90,1.32,6257.13,4850.59,0.78,-4.26,2.81
2024-09-16,94588,10.97,20.01,1.89,1.25,6227.12,4461.65,0.72,-3.85,2.79
2024-09-16,94589,11.19,21.60,1.74,1.26,6141.85,4584.56,0.75,-4.15,2.95
2024-09-16,94590,11.57,21.70,1.75,1.30,6142.42,4486.29,0.73,-3.98,2.92
2024-09-16,94591,11.08,21.28,1.76,1.25,6151.12,4647.30,0.76,-4.23,2.95
2024-09-16,94592,11.60,21.70,1.75,1.30,6146.48,4765.76,0.78,-4.35,3.00
2024-09-16,94595,11.34,20.50,1.83,1.27,6177.58,4378.32,0.71,-3.79,2.79
2024-09-16,94596,11.62,20.92,1.82,1.29,6167.71,4266.54,0.69,-3.64,2.80
2024-09-16,94597,11.73,21.10,1.81,1.30,6164.70,4242.81,0.69,-3.60,2.80
2024-09-16,94598,11.28,20.70,1.83,1.26,6166.81,4001.28,0.65,-3.30,2.71
2024-09-16,94599,10.61,22.34,1.66,1.25,6114.54,4500.54,0.74,-4.08,2.96
2024-09-16,94601,12.06,20.46,1.82,1.34,6186.08,4624.00,0.75,-4.03,2.81
2024-09-16,94602,11.57,20.14,1.82,1.30,6199.24,4429.97,0.71,-3.80,2.74
2024-09-16,94603,12.16,20.40,1.83,1.35,6177.99,4657.66,0.75,-4.07,2.81
2024-09-16,94605,11.66,20.10,1.84,1.31,6181.73,4520.57,0.73,-3.93,2.76
2024-09-16,94606,12.03,20.46,1.81,1.34,6190.68,4763.38,0.77,-4.22,2.85
2024-09-16,94607,12.03,20.50,1.79,1.34,6189.85,4977.04,0.80,-4.50,2.92
2024-09-16,94608,11.96,20.62,1.79,1.33,6197.96,4661.40,0.75,-4.09,2.84
2024-09-16,94609,11.89,20.55,1.80,1.33,6201.66,4466.24,0.72,-3.83,2.78
2024-09-16,94610,11.87,20.43,1.81,1.33,6198.26,4560.39,0.74,-3.95,2.80
2024-09-16,94611,10.79,19.53,1.83,1.23,6217.98,4416.31,0.71,-3.81,2.71
2024-09-16,94612,12.04,20.56,1.80,1.34,6192.29,4655.70,0.75,-4.07,2.83
2024-09-16,94613,11.60,20.10,1.83,1.30,6188.18,4450.07,0.72,-3.83,2.74
2024-09-16,94618,11.32,20.08,1.81,1.28,6218.27,4300.34,0.69,-3.63,2.71
2024-09-16,94619,11.12,19.70,1.85,1.26,6189.19,4479.94,0.72,-3.90,2.73
2024-09-16,94621,12.19,20.35,1.83,1.36,6175.99,4825.17,0.78,-4.29,2.85
2024-09-16,94702,11.85,20.69,1.79,1.32,6203.56,4525.63,0.73,-3.91,2.82
2024-09-16,94703,11.72,20.57,1.79,1.31,6208.38,4343.69,0.70,-3.67,2.76
2024-09-16,94704,11.38,20.24,1.80,1.28,6218.51,4282.37,0.69,-3.60,2.72
2024-09-16,94705,10.77,19.67,1.81,1.23,6233.31,4364.88,0.70,-3.73,2.71
2024-09-16,94706,11.79,20.77,1.78,1.32,6200.17,4334.44,0.70,-3.67,2.77
2024-09-16,94707,11.29,20.33,1.79,1.27,6211.46,4231.48,0.68,-3.55,2.71
2024-09-16,94708,10.89,19.96,1.80,1.24,6221.68,4313.12,0.69,-3.67,2.72
2024-09-16,94709,11.48,20.41,1.80,1.29,6215.03,4256.62,0.68,-3.57,2.72
2024-09-16,94710,11.92,20.74,1.79,1.33,6197.69,4754.35,0.77,-4.22,2.88
2024-09-16,94720,11.09,20.01,1.80,1.26,6225.41,4332.24,0.70,-3.68,2.72
2024-09-16,94801,11.67,20.99,1.76,1.31,6174.40,4878.70,0.79,-4.44,2.95
2024-09-16,94803,11.16,20.55,1.78,1.26,6189.97,4378.30,0.71,-3.78,2.78
2024-09-16,94804,11.78,20.90,1.77,1.32,6182.21,4515.23,0.73,-3.93,2.83
2024-09-16,94805,11.51,20.79,1.77,1.30,6183.22,4392.47,0.71,-3.78,2.79
2024-09-16,94806,11.56,21.07,1.76,1.30,6174.67,4380.50,0.71,-3.78,2.82
2024-09-16,94901,11.37,20.94,1.73,1.30,6170.10,5625.19,0.91,-5.47,3.15
2024-09-16,94903,10.85,20.81,1.72,1.26,6159.95,5593.40,0.91,-5.48,3.13
2024-09-16,94904,10.55,19.94,1.73,1.24,6203.29,5623.37,0.91,-5.47,3.06
2024-09-16,94920,11.57,20.46,1.75,1.31,6182.74,5703.77,0.92,-5.52,3.13
2024-09-16,94922,9.46,23.03,1.62,1.24,6113.48,5561.81,0.91,-5.58,3.29
2024-09-16,94923,9.21,23.17,1.61,1.23,6124.86,5736.19,0.94,-5.82,3.35
2024-09-16,94924,10.35,19.97,1.69,1.24,6190.48,5515.44,0.89,-5.33,3.01
2024-09-16,94925,11.52,20.72,1.74,1.31,6177.51,5748.44,0.93,-5.60,3.16
2024-09-16,94928,10.16,22.69,1.65,1.26,6108.67,5054.65,0.83,-4.85,3.13
2024-09-16,94929,9.49,22.43,1.62,1.23,6136.71,5789.17,0.94,-5.86,3.30
2024-09-16,94930,9.99,19.58,1.72,1.20,6222.21,5652.12,0.91,-5.53,3.04
2024-09-16,94931,10.12,22.59,1.65,1.25,6118.00,5380.46,0.88,-5.30,3.22
2024-09-16,94933,10.23,20.33,1.69,1.22,6198.67,5406.76,0.87,-5.20,3.02
2024-09-16,94937,9.98,21.50,1.64,1.24,6166.90,5792.25,0.94,-5.77,3.22
2024-09-16,94938,10.17,20.48,1.68,1.23,6186.74,5296.24,0.86,-5.07,3.00
2024-09-16,94939,11.18,20.48,1.73,1.28,6184.65,5637.75,0.91,-5.47,3.11
2024-09-16,94940,9.78,21.68,1.64,1.23,6153.83,5512.86,0.90,-5.43,3.16
2024-09-16,94941,10.88,19.90,1.73,1.26,6201.63,5721.15,0.92,-5.57,3.08
2024-09-16,94945,10.84,21.51,1.70,1.27,6141.29,5425.11,0.88,-5.28,3.15
2024-09-16,94946,9.94,20.57,1.69,1.21,6182.86,5421.93,0.88,-5.27,3.06
2024-09-16,94947,10.38,21.11,1.70,1.24,6155.18,5585.75,0.91,-5.51,3.16
2024-09-16,94949,10.89,21.10,1.72,1.27,6145.38,5389.85,0.88,-5.22,3.10
2024-09-16,94950,10.30,20.65,1.67,1.24,6181.15,5146.31,0.83,-4.85,2.96
2024-09-16,94951,9.69,21.87,1.66,1.21,6133.81,5104.48,0.83,-4.93,3.09
2024-09-16,94952,9.99,22.00,1.66,1.24,6137.40,5490.85,0.89,-5.43,3.19
2024-09-16,94954,10.37,21.74,1.69,1.24,6139.33,5296.67,0.86,-5.15,3.14
2024-09-16,94956,10.20,21.02,1.65,1.25,6173.24,5521.00,0.89,-5.38,3.09
2024-09-16,94957,11.22,20.73,1.72,1.29,6180.80,5633.43,0.91,-5.46,3.13
2024-09-16,94960,10.86,20.65,1.72,1.26,6179.44,5651.12,0.91,-5.52,3.13
2024-09-16,94963,10.18,20.26,1.70,1.22,6205.86,5527.71,0.89,-5.37,3.06
2024-09-16,94964,11.50,20.84,1.74,1.31,6175.39,5712.14,0.92,-5.56,3.17
2024-09-16,94965,11.29,19.96,1.74,1.29,6193.05,5748.77,0.93,-5.58,3.08
2024-09-16,94970,9.96,19.20,1.71,1.19,6229.30,5641.60,0.91,-5.49,3.00
2024-09-16,94971,9.73,22.37,1.63,1.24,6134.74,5605.99,0.91,-5.59,3.25
2024-09-16,94972,9.55,22.75,1.62,1.24,6130.05,5693.05,0.93,-5.73,3.30
2024-09-16,94973,10.21,20.21,1.71,1.22,6213.54,5709.59,0.92,-5.61,3.11
2024-09-16,95002,12.45,19.61,1.95,1.41,6211.77,4656.40,0.75,-3.95,2.67
2024-09-16,95003,11.53,17.34,2.17,1.38,6234.91,4175.64,0.67,-3.27,2.23
2024-09-16,95004,11.53,18.64,2.33,1.37,6179.21,4137.64,0.67,-3.30,2.41
2024-09-16,95005,11.53,16.44,2.03,1.37,6260.11,3696.54,0.59,-2.63,1.99
2024-09-16,95006,10.96,15.91,1.98,1.31,6306.60,3920.58,0.62,-2.91,2.05
2024-09-16,95007,12.08,16.92,2.01,1.41,6256.37,3586.85,0.57,-2.47,1.98
2024-09-16,95008,12.18,18.75,2.02,1.40,6231.40,4631.26,0.74,-3.87,2.55
2024-09-16,95010,12.45,17.64,2.13,1.46,6170.47,4393.11,0.71,-3.53,2.25
2024-09-16,95012,12.16,18.18,2.31,1.45,6206.67,3913.98,0.63,-2.91,2.19
2024-09-16,95013,11.78,19.29,2.12,1.38,6186.64,4623.73,0.75,-3.95,2.64
2024-09-16,95014,11.19,17.24,1.97,1.31,6261.02,4527.33,0.72,-3.76,2.40
2024-09-16,95017,11.73,15.87,1.92,1.38,6295.83,3803.23,0.60,-2.71,1.95
2024-09-16,95018,11.56,16.51,2.05,1.37,6253.78,3878.87,0.62,-2.86,2.04
2024-09-16,95019,12.16,18.37,2.24,1.44,6166.77,4543.08,0.74,-3.77,2.42
2024-09-16,95020,10.83,18.89,2.28,1.30,6177.51,4166.20,0.67,-3.41,2.53
2024-09-16,95023,9.82,18.95,2.37,1.20,6183.43,4031.73,0.65,-3.32,2.61
2024-09-16,95030,11.21,17.32,2.04,1.32,6270.02,4325.92,0.69,-3.48,2.34
2024-09-16,95032,11.11,17.51,2.07,1.32,6255.35,4267.04,0.68,-3.43,2.35
2024-09-16,95033,9.98,15.82,2.08,1.23,6308.37,4106.13,0.65,-3.22,2.16
2024-09-16,95035,11.47,19.27,1.99,1.33,6270.11,4407.69,0.70,-3.64,2.63
2024-09-16,95037,9.79,18.04,2.19,1.21,6241.89,4493.28,0.72,-3.85,2.57
2024-09-16,95039,12.22,18.21,2.28,1.45,6200.71,4068.16,0.66,-3.11,2.24
2024-09-16,95041,12.11,16.95,2.05,1.42,6237.18,3658.59,0.59,-2.57,1.99
2024-09-16,95043,7.93,18.76,2.51,0.99,6389.66,4586.55,0.72,-4.12,3.07
2024-09-16,95045,10.86,18.64,2.39,1.30,6196.40,4160.71,0.67,-3.38,2.50
2024-09-16,95046,11.24,19.25,2.22,1.33,6173.10,3594.01,0.58,-2.64,2.37
2024-09-16,95050,12.35,19.30,1.99,1.41,6226.99,4603.38,0.74,-3.85,2.62
2024-09-16,95051,12.35,19.11,1.99,1.41,6227.37,4681.34,0.75,-3.94,2.61
2024-09-16,95053,12.34,19.34,2.00,1.41,6221.43,4497.99,0.72,-3.72,2.59
2024-09-16,95054,12.42,19.52,1.97,1.41,6225.20,4669.86,0.75,-3.94,2.67
2024-09-16,95060,11.27,15.70,2.02,1.35,6296.04,4385.81,0.70,-3.46,2.11
2024-09-16,95062,12.53,17.50,2.11,1.47,6177.58,4456.77,0.72,-3.59,2.24
2024-09-16,95064,11.87,16.45,2.07,1.41,6246.45,4545.85,0.73,-3.67,2.19
2024-09-16,95065,11.92,17.15,2.10,1.41,6218.20,3910.45,0.63,-2.91,2.10
2024-09-16,95066,11.49,16.69,2.08,1.37,6241.35,3827.71,0.61,-2.81,2.05
2024-09-16,95070,10.90,16.83,2.00,1.29,6295.14,4733.23,0.75,-4.00,2.42
2024-09-16,95073,11.38,16.99,2.13,1.36,6250.55,3711.31,0.59,-2.67,2.07
2024-09-16,95075,8.40,18.60,2.46,1.06,6271.39,4200.94,0.67,-3.60,2.80
2024-09-16,95076,11.61,18.09,2.26,1.38,6190.18,4225.02,0.68,-3.38,2.34
2024-09-16,95110,12.32,19.45,2.01,1.41,6209.18,4393.14,0.71,-3.60,2.57
2024-09-16,95111,12.05,19.35,2.06,1.39,6177.37,4259.46,0.69,-3.47,2.52
2024-09-16,95112,12.27,19.54,2.02,1.41,6202.16,4389.87,0.71,-3.61,2.58
2024-09-16,95113,12.27,19.45,2.02,1.41,6194.47,4266.48,0.69,-3.45,2.53
2024-09-16,95116,12.21,19.67,2.02,1.40,6205.73,4331.37,0.70,-3.54,2.59
2024-09-16,95117,12.26,18.95,2.01,1.41,6234.60,4792.99,0.77,-4.08,2.63
2024-09-16,95118,12.14,18.94,2.05,1.40,6198.24,4285.59,0.69,-3.46,2.47
2024-09-16,95119,11.88,19.18,2.10,1.38,6212.86,4585.77,0.74,-3.86,2.61
2024-09-16,95120,10.84,17.59,2.12,1.30,6265.74,4387.03,0.70,-3.59,2.41
2024-09-16,95121,11.96,19.44,2.06,1.38,6179.31,4019.94,0.65,-3.16,2.47
2024-09-16,95122,12.16,19.62,2.04,1.40,6187.50,4229.88,0.68,-3.42,2.55
2024-09-16,95123,12.06,19.15,2.08,1.40,6202.07,4376.18,0.71,-3.58,2.53
2024-09-16,95124,12.12,18.75,2.04,1.40,6213.21,4338.14,0.70,-3.51,2.46
2024-09-16,95125,12.19,19.17,2.04,1.40,6186.88,4335.40,0.70,-3.54,2.51
2024-09-16,95126,12.29,19.30,2.01,1.41,6208.80,4529.67,0.73,-3.77,2.59
2024-09-16,95127,11.26,19.09,2.04,1.32,6245.02,4257.47,0.68,-3.47,2.56
2024-09-16,95128,12.26,19.10,2.01,1.41,6221.66,4675.52,0.75,-3.94,2.61
2024-09-16,95129,12.21,18.66,2.00,1.40,6239.71,4694.04,0.75,-3.94,2.56
2024-09-16,95130,12.19,18.66,2.01,1.40,6242.68,4633.80,0.74,-3.86,2.54
2024-09-16,95131,12.30,19.70,2.00,1.40,6231.16,4607.26,0.74,-3.87,2.68
2024-09-16,95132,9.42,17.70,2.04,1.16,6319.58,4353.17,0.69,-3.64,2.54
2024-09-16,95133,12.18,19.70,2.01,1.40,6223.09,4429.77,0.71,-3.65,2.63
2024-09-16,95134,12.40,19.78,1.97,1.41,6237.91,4685.67,0.75,-3.96,2.71
2024-09-16,95135,9.67,17.76,2.12,1.19,6278.38,4059.90,0.65,-3.25,2.43
2024-09-16,95136,12.12,19.22,2.06,1.40,6180.83,4369.39,0.71,-3.59,2.53
2024-09-16,95138,11.03,18.72,2.11,1.31,6207.14,4446.39,0.72,-3.75,2.56
2024-09-16,95139,11.92,19.31,2.11,1.39,6204.01,4502.88,0.73,-3.76,2.60
2024-09-16,95140,8.06,16.95,2.09,1.06,6331.18,4115.69,0.65,-3.37,2.45
2024-09-16,95148,11.23,19.02,2.06,1.32,6224.20,4164.52,0.67,-3.36,2.52
2024-09-16,95202,12.03,23.05,1.74,1.31,6093.50,4579.50,0.75,-4.19,3.13
2024-09-16,95203,12.04,22.99,1.75,1.31,6093.57,4715.34,0.77,-4.38,3.16
2024-09-16,95204,12.06,23.02,1.74,1.31,6092.38,4706.10,0.77,-4.37,3.16
2024-09-16,95205,12.01,23.08,1.73,1.31,6093.83,4771.28,0.78,-4.46,3.19
2024-09-16,95206,12.04,22.80,1.77,1.32,6102.82,4622.06,0.76,-4.22,3.11
2024-09-16,95207,12.10,23.04,1.74,1.31,6090.79,4666.70,0.77,-4.32,3.16
2024-09-16,95209,12.16,23.04,1.73,1.30,6086.11,4762.24,0.78,-4.47,3.19
2024-09-16,95210,12.12,23.08,1.73,1.30,6087.87,4749.07,0.78,-4.45,3.19
2024-09-16,95211,12.07,23.04,1.74,1.31,6091.99,4609.66,0.76,-4.24,3.14
2024-09-16,95212,12.10,23.13,1.72,1.29,6073.10,4882.73,0.80,-4.67,3.24
2024-09-16,95215,11.87,23.14,1.72,1.30,6083.31,4992.99,0.82,-4.80,3.26
2024-09-16,95219,12.16,22.84,1.75,1.31,6086.69,4465.42,0.73,-4.04,3.07
2024-09-16,95220,12.26,23.11,1.71,1.28,6054.73,4869.14,0.80,-4.70,3.26
2024-09-16,95222,9.89,21.15,1.81,1.09,6122.96,5163.83,0.84,-5.21,3.23
2024-09-16,95223,2.13,11.76,2.93,0.55,6407.08,4605.32,0.72,-4.43,2.79
2024-09-16,95224,7.09,17.53,2.20,0.84,6341.53,5812.11,0.92,-6.12,3.32
2024-09-16,95225,11.81,22.74,1.76,1.21,6068.90,5395.09,0.89,-5.52,3.43
2024-09-16,95226,11.63,22.48,1.79,1.19,6072.39,5190.95,0.85,-5.25,3.37
2024-09-16,95227,12.14,23.06,1.73,1.25,6059.05,5192.59,0.86,-5.20,3.38
2024-09-16,95228,10.40,22.05,1.72,1.17,6085.65,5021.52,0.83,-4.97,3.19
2024-09-16,95230,11.40,22.93,1.70,1.25,6066.74,5202.44,0.86,-5.17,3.31
2024-09-16,95231,11.91,22.97,1.76,1.32,6101.07,4874.87,0.80,-4.58,3.20
2024-09-16,95232,9.17,19.54,2.09,0.96,6150.00,5653.56,0.92,-6.07,3.42
2024-09-16,95233,8.65,19.32,2.03,0.96,6255.75,5928.66,0.95,-6.29,3.43
2024-09-16,95234,12.09,22.61,1.78,1.32,6105.91,4406.01,0.72,-3.91,3.02
2024-09-16,95236,11.87,23.11,1.71,1.27,6071.24,5117.10,0.84,-5.03,3.32
2024-09-16,95237,12.20,23.15,1.72,1.27,6059.33,4812.03,0.79,-4.62,3.25
2024-09-16,95240,12.10,23.12,1.72,1.28,6064.40,4985.01,0.82,-4.85,3.29
2024-09-16,95242,12.23,23.01,1.72,1.29,6073.00,4763.85,0.78,-4.50,3.20
2024-09-16,95245,9.79,20.30,2.00,1.02,6128.52,5649.86,0.92,-6.03,3.43
2024-09-16,95246,9.05,19.66,2.02,0.97,6176.67,5689.03,0.92,-6.05,3.39
2024-09-16,95247,8.83,19.72,1.96,0.99,6193.91,5691.08,0.92,-6.00,3.35
2024-09-16,95248,8.19,18.48,2.19,0.89,6230.83,5548.18,0.89,-5.86,3.34
2024-09-16,95249,10.33,21.16,1.88,1.09,6111.93,5539.10,0.91,-5.80,3.40
2024-09-16,95250,8.24,18.74,2.11,0.91,6253.17,5904.31,0.94,-6.32,3.41
2024-09-16,95251,9.38,20.49,1.88,1.04,6175.04,5454.92,0.88,-5.62,3.30
2024-09-16,95252,11.37,22.42,1.77,1.19,6077.06,5294.86,0.87,-5.38,3.37
2024-09-16,95254,12.01,22.94,1.74,1.23,6063.55,5004.43,0.83,-4.94,3.32
2024-09-16,95255,8.06,18.18,2.28,0.86,6187.28,5341.24,0.86,-5.64,3.31
2024-09-16,95257,8.06,18.20,2.26,0.87,6203.13,5362.38,0.86,-5.65,3.30
2024-09-16,95258,12.25,23.09,1.71,1.29,6056.28,4872.63,0.80,-4.69,3.24
2024-09-16,95301,10.17,23.11,1.76,1.24,6056.54,4475.00,0.74,-4.13,3.07
2024-09-16,95303,10.27,23.05,1.69,1.25,6064.93,4333.25,0.71,-3.91,2.98
2024-09-16,95304,11.04,21.64,1.87,1.28,6156.75,4758.99,0.77,-4.35,3.04
2024-09-16,95305,7.81,20.08,1.71,1.03,6132.08,5094.46,0.83,-5.10,3.01
2024-09-16,95306,8.23,21.91,1.54,1.12,6099.88,5095.25,0.84,-5.06,3.05
2024-09-16,95307,10.94,22.99,1.78,1.29,6092.84,4584.49,0.75,-4.19,3.08
2024-09-16,95310,8.49,19.51,1.95,0.98,6231.59,5607.34,0.90,-5.82,3.30
2024-09-16,95311,6.33,19.10,1.70,0.96,6246.03,5151.84,0.83,-5.08,2.93
2024-09-16,95312,10.22,23.08,1.71,1.25,6061.82,4306.97,0.71,-3.88,2.99
2024-09-16,95313,10.96,22.65,1.88,1.30,6102.76,4794.98,0.79,-4.45,3.13
2024-09-16,95314,1.80,11.59,2.84,0.55,6397.43,4432.13,0.69,-4.17,2.68
2024-09-16,95315,10.47,23.05,1.77,1.27,6074.03,4540.14,0.75,-4.18,3.07
2024-09-16,95316,10.43,23.03,1.69,1.26,6071.62,4461.93,0.73,-4.08,3.02
2024-09-16,95317,10.07,23.23,1.83,1.20,6049.54,4903.89,0.81,-4.81,3.28
2024-09-16,95318,4.26,17.54,1.72,0.87,6380.38,4734.94,0.74,-4.38,2.71
2024-09-16,95319,10.98,23.10,1.72,1.29,6086.94,4485.75,0.74,-4.07,3.05
2024-09-16,95320,11.48,23.13,1.71,1.29,6079.83,4942.37,0.81,-4.73,3.22
2024-09-16,95321,5.37,17.43,1.90,0.86,6327.28,4978.15,0.79,-4.82,2.87
2024-09-16,95322,10.61,22.10,2.07,1.26,6126.24,4972.66,0.81,-4.71,3.21
2024-09-16,95323,10.49,23.07,1.66,1.26,6064.02,4447.84,0.73,-4.07,3.01
2024-09-16,95324,10.69,22.91,1.84,1.28,6085.72,4843.94,0.80,-4.57,3.17
2024-09-16,95325,8.64,22.01,1.55,1.15,6088.62,4835.30,0.79,-4.68,2.99
2024-09-16,95326,10.80,23.08,1.72,1.28,6084.90,4591.31,0.75,-4.22,3.08
2024-09-16,95327,9.62,21.62,1.69,1.14,6095.46,4999.73,0.82,-4.94,3.11
2024-09-16,95328,10.87,23.03,1.76,1.29,6094.42,4780.97,0.78,-4.47,3.14
2024-09-16,95329,9.33,22.01,1.61,1.17,6078.27,4649.12,0.76,-4.41,2.97
2024-09-16,95330,11.85,22.86,1.78,1.32,6109.90,4885.70,0.80,-4.57,3.18
2024-09-16,95333,9.44,23.12,1.60,1.19,6067.66,4862.88,0.80,-4.73,3.13
2024-09-16,95334,10.38,23.04,1.80,1.26,6068.00,4479.04,0.74,-4.11,3.07
2024-09-16,95335,4.18,14.95,2.29,0.71,6416.67,5285.17,0.82,-5.30,2.95
2024-09-16,95336,11.74,23.02,1.75,1.31,6100.86,4852.75,0.80,-4.55,3.19
2024-09-16,95337,11.66,22.86,1.79,1.32,6104.07,4905.35,0.80,-4.60,3.18
2024-09-16,95338,6.10,19.66,1.60,0.98,6228.18,5197.57,0.84,-5.14,2.93
2024-09-16,95340,9.77,23.12,1.64,1.22,6054.16,4576.46,0.76,-4.30,3.05
2024-09-16,95341,9.98,23.18,1.75,1.22,6057.09,4613.25,0.76,-4.36,3.13
2024-09-16,95345,5.76,19.08,1.63,0.95,6267.86,5264.90,0.84,-5.21,2.92
2024-09-16,95346,5.30,16.31,2.15,0.79,6357.74,5286.83,0.83,-5.33,3.00
2024-09-16,95348,9.88,23.05,1.65,1.23,6058.34,4442.89,0.73,-4.10,3.01
2024-09-16,95350,11.20,23.04,1.75,1.30,6087.55,4782.49,0.79,-4.47,3.14
2024-09-16,95351,11.10,23.01,1.76,1.30,6086.13,4655.51,0.76,-4.29,3.10
2024-09-16,95354,11.08,23.05,1.75,1.30,6085.54,4521.97,0.74,-4.11,3.06
2024-09-16,95355,11.10,23.08,1.73,1.29,6083.07,4617.06,0.76,-4.26,3.09
2024-09-16,95356,11.30,23.06,1.74,1.30,6092.10,4809.23,0.79,-4.51,3.16
2024-09-16,95357,10.97,23.10,1.71,1.28,6080.37,4549.16,0.75,-4.17,3.07
2024-09-16,95358,11.29,22.88,1.80,1.31,6093.97,4793.37,0.79,-4.46,3.14
2024-09-16,95360,9.73,20.42,2.07,1.20,6167.06,4826.02,0.78,-4.47,2.97
2024-09-16,95361,10.93,23.01,1.66,1.26,6069.31,4595.95,0.76,-4.28,3.08
2024-09-16,95363,10.31,21.34,1.94,1.24,6143.47,4635.80,0.76,-4.21,2.97
2024-09-16,95364,0.15,10.44,2.74,0.51,6474.10,4489.07,0.69,-4.15,2.53
2024-09-16,95365,9.50,23.06,1.58,1.20,6068.95,4642.12,0.76,-4.39,3.04
2024-09-16,95366,11.53,23.02,1.75,1.31,6093.66,4860.00,0.80,-4.57,3.18
2024-09-16,95367,11.15,23.09,1.71,1.29,6078.75,4728.93,0.78,-4.43,3.13
2024-09-16,95368,11.40,23.01,1.76,1.31,6098.00,4547.99,0.75,-4.13,3.08
2024-09-16,95369,9.74,22.79,1.59,1.22,6061.34,4448.88,0.73,-4.10,2.95
2024-09-16,95370,8.23,19.70,1.86,1.00,6197.79,5504.80,0.89,-5.68,3.21
2024-09-16,95372,7.00,18.41,1.94,0.91,6241.52,5477.29,0.88,-5.65,3.12
2024-09-16,95374,10.59,22.91,1.87,1.27,6079.07,4863.13,0.80,-4.62,3.19
2024-09-16,95375,4.16,14.54,2.43,0.69,6392.01,4594.64,0.72,-4.34,2.81
2024-09-16,95376,11.81,22.40,1.83,1.33,6144.22,4990.50,0.81,-4.65,3.17
2024-09-16,95377,10.67,20.90,1.90,1.24,6198.93,4690.02,0.76,-4.22,2.96
